title,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,uri,id,cluster
Let It Be - Remastered 2009,The Beatles,0.443,0.403,0,-8.339,1,0.0322,0.631,0.0,0.111,0.41,143.462,243027,4,7iN1s7xHE4ifF5povM6A48,7iN1s7xHE4ifF5povM6A48,6
Milord,Édith Piaf,0.492,0.466,7,-6.766,1,0.0381,0.821,0.0,0.164,0.627,105.319,272987,4,18efeGygYyi4nx3haDMdAa,18efeGygYyi4nx3haDMdAa,6
Oh! Carol,Neil Sedaka,0.728,0.734,11,-3.234,1,0.0318,0.63,3.56e-05,0.137,0.965,135.078,135467,4,5zvOXJrzzUlvXwyuwZ0toZ,5zvOXJrzzUlvXwyuwZ0toZ,3
Only the Lonely,Roy Orbison,0.57,0.529,5,-10.769,1,0.028,0.377,0.00509,0.203,0.934,123.273,145533,4,0PkBTqRtN25z3oKasWoKlj,0PkBTqRtN25z3oKasWoKlj,3
Please Don't Tease - 2002 Remaster,Cliff Richard,0.615,0.624,2,-6.43,1,0.0287,0.463,0.0,0.359,0.929,144.938,177893,4,0fgdk1043aGX737lH94nzX,0fgdk1043aGX737lH94nzX,3
Ramona,The Blue Diamonds,0.493,0.603,4,-9.824,1,0.0411,0.152,9.23e-05,0.147,0.657,139.13,147924,4,2Xt3YSFvqe5AzRbVrETVbv,2Xt3YSFvqe5AzRbVrETVbv,3
Red River Rock - Rock Version of 'Red River Valley',Johnny & The Hurricanes,0.333,0.736,11,-14.198,1,0.0656,0.636,0.00161,0.15,0.796,151.166,138200,4,4UJ2ptdS618li30fRw3NsY,4UJ2ptdS618li30fRw3NsY,6
Shakin' All Over,Johnny Kidd & The Pirates,0.766,0.579,9,-9.722,1,0.0385,0.179,1.25e-05,0.264,0.755,125.206,141960,4,6Xv160PuntxAtb67Ed4t4I,6Xv160PuntxAtb67Ed4t4I,3
Tell Laura I Love Her,Ray Peterson,0.483,0.788,2,-0.062,1,0.0386,0.714,0.0,0.155,0.216,102.363,175360,3,0lvJiubseeuBYHh0ugHmHK,0lvJiubseeuBYHh0ugHmHK,2
Three Steps To Heaven,Eddie Cochran,0.675,0.366,10,-12.542,1,0.0309,0.419,0.0,0.0583,0.964,131.666,144800,4,1f0LO3szNxDKn19pFEGPan,1f0LO3szNxDKn19pFEGPan,3
"Walk, Don't Run - Stereo",The Ventures,0.488,0.648,5,-13.252,1,0.0305,0.852,0.914,0.13,0.949,156.35,122933,4,7B2pUwzvlbNG9D855r9ugf,7B2pUwzvlbNG9D855r9ugf,4
Will You Love Me Tomorrow,The Shirelles,0.55,0.382,0,-6.429,1,0.0263,0.312,1.11e-05,0.221,0.464,136.128,160693,4,0bwy3sGHeYwng2Ioicq6wf,0bwy3sGHeYwng2Ioicq6wf,0
"Non, je ne regrette rien - 2012 Remastered",Édith Piaf,0.371,0.4,7,-5.198,1,0.0295,0.848,0.0,0.186,0.355,86.989,143653,4,6MqxXla8FnO99tgQ9vUHGd,6MqxXla8FnO99tgQ9vUHGd,6
Are You Lonesome Tonight,Elvis Presley,0.355,0.0922,7,-17.747,1,0.0515,0.918,0.000702,0.106,0.191,65.952,187027,3,6vXZs9rEQF7Nd6O8Ue7NrT,6vXZs9rEQF7Nd6O8Ue7NrT,2
Le moribond,Jacques Brel,0.589,0.623,1,-4.815,1,0.0576,0.692,0.0,0.0757,0.743,128.953,185640,4,4oBfKd4hBKysgQq1khJPWt,4oBfKd4hBKysgQq1khJPWt,3
Marieke,Jacques Brel,0.407,0.573,9,-6.769,1,0.0526,0.736,0.0,0.0772,0.652,99.303,163933,4,5DWCNc2urdoun01KCOOpGQ,5DWCNc2urdoun01KCOOpGQ,6
(I Don't Know Why) But I Do,"Clarence ""Frogman"" Henry",0.662,0.535,10,-5.457,1,0.027,0.563,0.0,0.125,0.83,109.695,141200,4,1a9EyBydOYhE7SGSodUIjP,1a9EyBydOYhE7SGSodUIjP,3
36-24-36,The Shadows,0.667,0.527,0,-7.865,1,0.0417,0.631,0.0261,0.0911,0.807,86.52,104053,4,6aAZ09YT6pdLslny2SrLDv,6aAZ09YT6pdLslny2SrLDv,3
Are You Sure,The Allisons,0.518,0.455,8,-12.97,1,0.0351,0.264,4.57e-06,0.13,0.763,159.982,138387,4,11HmmUuYDX8HVcP1kgo2Fe,11HmmUuYDX8HVcP1kgo2Fe,3
Blue Moon,The Marcels,0.624,0.432,7,-11.132,1,0.0344,0.656,0.0,0.0785,0.935,127.69,138360,4,42ojLX3UYsp4XhaX0sx29E,42ojLX3UYsp4XhaX0sx29E,6
Come On - Stereo Version,Chuck Berry,0.652,0.778,2,-7.896,1,0.0419,0.521,0.0,0.0999,0.97,151.658,107027,4,5Ua8GaCh6GAOXu3zXJXyzQ,5Ua8GaCh6GAOXu3zXJXyzQ,3
Crazy,Patsy Cline,0.585,0.0995,10,-19.011,1,0.0335,0.945,3.75e-05,0.0919,0.383,106.022,165667,3,4rwNorv77HiYtukchRoZmc,4rwNorv77HiYtukchRoZmc,2
Dance On Little Girl,Paul Anka,0.584,0.489,8,-10.49,1,0.03,0.427,0.0,0.156,0.896,132.891,113107,4,7hicCfvTRlRjkrHYim5Gp4,7hicCfvTRlRjkrHYim5Gp4,3
Ebony Eyes,The Everly Brothers,0.317,0.161,4,-18.856,1,0.0322,0.808,0.0,0.104,0.287,84.64,188093,5,5cGZE6yM5i0ZlWut6wawsN,5cGZE6yM5i0ZlWut6wawsN,6
"Hello Mary Lou, Goodbye Heart - Remastered",Ricky Nelson,0.602,0.633,9,-9.756,1,0.0314,0.502,0.0,0.0614,0.931,98.995,138547,4,6ImmlZj8ysK2jDnqqbKp60,6ImmlZj8ysK2jDnqqbKp60,3
Hurt,Timi Yuro,0.493,0.244,5,-11.487,1,0.0277,0.707,0.000462,0.121,0.222,87.044,148467,3,6mqfq8EdYoV07TXM2rgPgb,6mqfq8EdYoV07TXM2rgPgb,2
I'm Gonna Knock on Your Door - Original Recording Remastered,Eddie Hodges,0.76,0.874,2,-6.54,1,0.0345,0.879,0.00834,0.0318,0.99,126.086,125173,4,2YTYSCrmn7DAKzLTiPO4w4,2YTYSCrmn7DAKzLTiPO4w4,3
Johnny Remember Me,John Leyton,0.345,0.727,7,-9.711,0,0.0778,0.252,1.7e-06,0.0882,0.509,143.874,160600,4,19O9wXLFraTo7Y4WZwC6li,19O9wXLFraTo7Y4WZwC6li,5
West Side Story: Act I: Maria,Leonard Bernstein,0.159,0.162,1,-12.618,1,0.0358,0.788,5.14e-05,0.135,0.195,89.841,155933,3,4PhC8QIdq2LcGm6KpXFaVi,4PhC8QIdq2LcGm6KpXFaVi,2
Mexico,Bob Moore & His Orchestra,0.531,0.752,2,-10.194,1,0.026,0.38,0.929,0.302,0.971,86.301,162278,4,6sxmPdfdQVOLFfYYozkEBj,6sxmPdfdQVOLFfYYozkEBj,4
Poetry In Motion,Johnny Tillotson,0.523,0.573,8,-8.85,1,0.0372,0.376,9.31e-05,0.129,0.84,138.508,150760,4,3upWR9m4NpNGFb9SZxtMs5,3upWR9m4NpNGFb9SZxtMs5,3
Runaway,Del Shannon,0.594,0.533,10,-7.993,0,0.0438,0.153,1.49e-05,0.172,0.729,78.552,137307,4,45Szkclj1lt4ubm7RFK68t,45Szkclj1lt4ubm7RFK68t,5
Save the Last Dance for Me,The Drifters,0.54,0.53,4,-10.583,1,0.0361,0.614,0.0,0.198,0.896,143.453,154960,4,391TUcoPonqYykPkSZ5Z9U,391TUcoPonqYykPkSZ5Z9U,3
Walking Back to Happiness,Helen Shapiro,0.658,0.79,8,-5.278,1,0.0775,0.656,0.0,0.154,0.78,97.366,147667,4,1S6AP5W441vyugGuP4zk3K,1S6AP5W441vyugGuP4zk3K,3
Wheels,The Jumping Jewels,0.812,0.307,2,-17.291,1,0.0825,0.751,0.825,0.137,0.923,117.277,125440,4,5kiq70LZ37fRYlw8tyayJ2,5kiq70LZ37fRYlw8tyayJ2,4
Wheels,Billy Vaughn,0.789,0.289,2,-15.877,1,0.0375,0.765,0.528,0.302,0.898,123.748,125227,4,4AFiPm2lpASzrpHAFFyzhC,4AFiPm2lpASzrpHAFFyzhC,4
Wooden Heart,Elvis Presley,0.647,0.336,3,-8.517,1,0.0645,0.8,0.0,0.0719,0.905,164.249,121600,4,5QWQ9ChSbNDTSx1iZp961C,5QWQ9ChSbNDTSx1iZp961C,6
Hit the Road Jack (Remastered),Ray Charles,0.588,0.768,8,-6.749,0,0.249,0.587,0.0,0.667,0.961,173.107,117493,4,0yRbkTprsL0rYr4UId0Ryi,0yRbkTprsL0rYr4UId0Ryi,7
Can't Help Falling in Love,Elvis Presley,0.396,0.293,2,-14.062,1,0.0275,0.941,0.000196,0.105,0.343,100.307,182360,3,44AyOl4qVkzS48vBsbNXaC,44AyOl4qVkzS48vBsbNXaC,2
Take Five,The Dave Brubeck Quartet,0.454,0.26,8,-13.193,0,0.0401,0.539,0.00078,0.0675,0.598,174.322,324133,5,1YQWosTIljIvxAgHWTp7KP,1YQWosTIljIvxAgHWTp7KP,6
Return to Sender,Elvis Presley,0.838,0.616,8,-6.502,1,0.0433,0.575,0.0,0.0785,0.971,131.719,128307,4,2cdzutoqFK6sfW6exi7oXh,2cdzutoqFK6sfW6exi7oXh,3
Tanze mit mir in den Morgen,Gerhard Wendland,0.543,0.384,8,-10.406,1,0.0341,0.6,8.49e-06,0.268,0.661,126.264,171253,4,56OwSebiO4pu7jHphz4VNF,56OwSebiO4pu7jHphz4VNF,6
Brandend Zand,Anneke Gronloh,0.484,0.662,9,-9.532,1,0.0407,0.714,1.98e-05,0.29,0.844,171.877,186213,4,3U8afWUOcHmG7VlqvQbx4o,3U8afWUOcHmG7VlqvQbx4o,3
Katinka,De Spelbrekers,0.654,0.566,8,-8.89,1,0.0421,0.713,0.0,0.268,0.904,142.555,171667,4,6vljr41C784IaL4h2gkx8A,6vljr41C784IaL4h2gkx8A,3
De Zuiderzee Ballade,Sylvain Poons,0.73,0.321,7,-10.799,1,0.0381,0.855,1.6e-05,0.123,0.677,122.5,274823,4,1tK5LNQCzVflxKYazLHkyM,1tK5LNQCzVflxKYazLHkyM,6
Zwei kleine Italiener,Conny Froboess,0.643,0.343,10,-13.016,1,0.027,0.0525,0.0,0.177,0.909,98.107,165267,4,2v3TG35plidR486Cltpgxs,2v3TG35plidR486Cltpgxs,3
Adios Amigo,Jim Reeves,0.463,0.128,10,-17.919,1,0.0348,0.904,4.48e-06,0.0945,0.226,79.952,151173,3,6J1HWy2pduS8uK2t6Xs0q2,6J1HWy2pduS8uK2t6Xs0q2,2
Afrikaan Beat,Bert Kaempfert,0.654,0.492,10,-11.939,1,0.0407,0.585,0.0087,0.11,0.977,169.376,146133,4,1BPXaPBTN9oF2HJ4PDx2sp,1BPXaPBTN9oF2HJ4PDx2sp,3
Breaking Up Is Hard to Do,Neil Sedaka,0.742,0.674,8,-7.648,0,0.0354,0.788,0.0,0.0698,0.964,116.53,136267,4,7utoClKnLShFg6u6dZ20gp,7utoClKnLShFg6u6dZ20gp,5
Crying in the Rain,The Everly Brothers,0.61,0.379,2,-9.381,1,0.0278,0.622,0.0,0.144,0.48,97.166,120307,4,3lWuagNhAzcqOikD5KnBku,3lWuagNhAzcqOikD5KnBku,6
Do You Wanna Dance,Cliff Richard & The Shadows,0.648,0.639,7,-15.287,1,0.0564,0.191,0.000391,0.108,0.953,84.164,135600,4,6ReGlPu7qWAaLah6AeRvo7,6ReGlPu7qWAaLah6AeRvo7,3
Ginny Come Lately,Brian Hyland,0.564,0.216,9,-17.036,1,0.0315,0.654,0.0,0.0913,0.354,99.183,167907,4,5UF2d8uk5JHmRsBfLHvYdo,5UF2d8uk5JHmRsBfLHvYdo,6
Good Luck Charm,Elvis Presley,0.618,0.467,2,-13.166,1,0.0336,0.56,1.05e-05,0.5,0.904,121.646,145080,4,19gotedXtqeE8dWju6WURW,19gotedXtqeE8dWju6WURW,7
Green Onions,Booker T. & the M.G.'s,0.816,0.514,10,-8.741,1,0.0339,0.767,0.949,0.0899,0.912,136.837,176333,4,4fQMGlCawbTkH9yPPZ49kP,4fQMGlCawbTkH9yPPZ49kP,4
Guitar Tango,The Shadows,0.423,0.649,2,-6.886,1,0.0304,0.141,0.766,0.243,0.766,129.95,179827,4,46zhcxPOh0Mgk84SHPm8cd,46zhcxPOh0Mgk84SHPm8cd,4
I Can't Stop Loving You,Ray Charles,0.31,0.279,5,-13.552,1,0.0308,0.815,0.0,0.318,0.377,79.397,256120,3,79nJj5dMyTsUzKvN5jUXsJ,79nJj5dMyTsUzKvN5jUXsJ,2
I Remember You,Frank Ifield,0.385,0.473,9,-7.723,1,0.0299,0.764,4.58e-05,0.284,0.541,128.592,124400,4,7ySEa8M6YRhLqCEo99zhgB,7ySEa8M6YRhLqCEo99zhgB,6
It'll Be Me - Radio Version,Cliff Richard,0.528,0.758,7,-7.929,1,0.0314,0.53,0.0,0.236,0.723,137.139,116663,4,6t9BXUsrjZ9nW4f1VTqZEw,6t9BXUsrjZ9nW4f1VTqZEw,3
Let's Twist Again,Chubby Checker,0.604,0.709,8,-6.377,1,0.158,0.0987,0.0,0.0551,0.907,167.832,137360,4,1INWPr855fwWdAOeecbu0W,1INWPr855fwWdAOeecbu0W,3
Little Sister,Elvis Presley,0.602,0.619,9,-11.751,1,0.0768,0.434,0.0,0.364,0.902,139.6,151387,4,5jRnmQJAwBbtikNcvYbp3B,5jRnmQJAwBbtikNcvYbp3B,3
Norman,Sue Thompson,0.714,0.517,9,-9.418,1,0.032,0.801,1.07e-06,0.107,0.962,127.221,141027,4,2V2GRCTSexjbe1RN32bil5,2V2GRCTSexjbe1RN32bil5,3
Paradiso,Anneke Gronloh,0.591,0.632,1,-8.943,1,0.0253,0.531,0.0,0.111,0.874,90.74,160067,4,37Yccv8dpwJKc0wYCDRBuM,37Yccv8dpwJKc0wYCDRBuM,3
Roses Are Red (My Love) - Single Version,Bobby Vinton,0.515,0.218,5,-10.071,1,0.0287,0.828,0.0,0.302,0.534,102.997,158933,4,0qYok0f8O5DE8yJSo146dn,0qYok0f8O5DE8yJSo146dn,6
Sealed With A Kiss,Brian Hyland,0.449,0.362,5,-10.38,0,0.0279,0.743,0.0,0.132,0.6,90.822,162160,4,6oM4ryXpuZmbFfBv2sEe7v,6oM4ryXpuZmbFfBv2sEe7v,6
Sheila,Tommy Roe,0.393,0.605,4,-12.335,1,0.0893,0.173,6.68e-05,0.158,0.746,136.918,121762,4,4AKQYPUBsZFeym10ZBlDqs,4AKQYPUBsZFeym10ZBlDqs,3
Speedy Gonzales - Re-Recorded In Stereo,Pat Boone,0.616,0.617,9,-11.479,1,0.0405,0.117,0.000128,0.15,0.907,146.902,156773,4,0svBnDlyVeDLxLpIPDUwOp,0svBnDlyVeDLxLpIPDUwOp,3
Stranger On The Shore,Acker Bilk,0.319,0.322,10,-11.944,1,0.0359,0.94,0.742,0.104,0.275,97.686,176333,4,061pN2sHhLNI3vAPIHVn2R,061pN2sHhLNI3vAPIHVn2R,4
Telstar - Remastered,The Tornados,0.334,0.906,9,-3.801,1,0.0469,0.00239,0.874,0.289,0.72,145.105,197277,4,5KIzAUDxPywD92KxP2b6dx,5KIzAUDxPywD92KxP2b6dx,4
The Twist,Chubby Checker,0.571,0.618,4,-5.682,1,0.0371,0.18,2.69e-06,0.178,0.852,156.892,155040,4,4YCnTYbq3oL1Lqpyxg33CU,4YCnTYbq3oL1Lqpyxg33CU,3
The Young Ones - 2005 Remaster,Cliff Richard & The Shadows,0.425,0.582,7,-5.948,1,0.0292,0.505,4.04e-06,0.168,0.808,135.941,189867,4,6ed0AwPdxhDVKOKoYRLfgH,6ed0AwPdxhDVKOKoYRLfgH,3
Up on the Roof,The Drifters,0.693,0.29,8,-17.501,1,0.0334,0.706,1.49e-05,0.137,0.92,121.795,157173,4,7cNRqg0lbiqBaGeOlA4AEU,7cNRqg0lbiqBaGeOlA4AEU,6
Wonderful Land,The Shadows,0.385,0.605,0,-7.601,1,0.0334,0.125,0.885,0.841,0.56,125.097,123000,4,7yrAJDi3c35byX8HdtBSJM,7yrAJDi3c35byX8HdtBSJM,4
Ya Ya,Joey Dee & The Starliters,0.422,0.985,10,-8.11,1,0.0538,0.111,0.000111,0.347,0.945,78.752,228800,4,4GiHh0wZdh5wAUhXD4YiqY,4GiHh0wZdh5wAUhXD4YiqY,3
Ring of Fire,Johnny Cash,0.659,0.585,7,-8.189,1,0.0288,0.623,0.000213,0.348,0.784,104.111,158427,4,6YffUZJ2R06kyxyK6onezL,6YffUZJ2R06kyxyK6onezL,3
You'll Never Walk Alone,Gerry & The Pacemakers,0.474,0.365,0,-5.446,1,0.0306,0.251,2.02e-06,0.186,0.219,113.207,159547,3,6fSNK6QlZskYmKTvJnNH5P,6fSNK6QlZskYmKTvJnNH5P,2
Blowin' in the Wind,Bob Dylan,0.38,0.0993,2,-20.567,1,0.0509,0.914,2.32e-05,0.0605,0.44,174.874,165427,4,18GiV1BaXzPVYpp9rmOg0E,18GiV1BaXzPVYpp9rmOg0E,6
In Dreams,Roy Orbison,0.495,0.435,0,-9.99,1,0.0286,0.67,0.00038,0.13,0.71,108.189,169160,4,5YsyqcewwE0c1ukzHVciS3,5YsyqcewwE0c1ukzHVciS3,6
(You're The) Devil in Disguise,Elvis Presley,0.481,0.733,5,-7.633,1,0.165,0.575,1.18e-05,0.108,0.874,122.909,140427,4,0D1pEisM3QkiacGXJe5dmd,0D1pEisM3QkiacGXJe5dmd,3
"Don't Think Twice, It's All Right",Bob Dylan,0.6,0.243,4,-17.085,1,0.0366,0.89,0.0022,0.249,0.468,110.535,217400,4,2WOjLF83vqjit2Zh4B69V3,2WOjLF83vqjit2Zh4B69V3,6
I Saw Her Standing There - Remastered 2009,The Beatles,0.491,0.801,4,-9.835,1,0.0361,0.27,0.0,0.0665,0.971,160.109,173947,4,3KiexfmhxHvG5IgAElmTkd,3KiexfmhxHvG5IgAElmTkd,3
Sag mir wo die Blumen sind,Marlene Dietrich,0.598,0.308,7,-10.648,1,0.0584,0.745,5.04e-06,0.142,0.485,127.141,219693,4,79S2bCnwMRYA4twpRvmREG,79S2bCnwMRYA4twpRvmREG,6
Tous les garçons et les filles - Slow,Françoise Hardy,0.741,0.365,9,-9.594,1,0.0329,0.812,0.00957,0.144,0.888,107.847,187747,3,0Yg1hSAUgd2AAneReFOVzS,0Yg1hSAUgd2AAneReFOVzS,2
Eenzaam Zonder Jou,Will Tura,0.301,0.275,2,-11.768,1,0.0318,0.757,0.000384,0.109,0.228,178.376,160427,1,3z9WT7HzIdaNE6sDXAjyRv,3z9WT7HzIdaNE6sDXAjyRv,2
Ritme Van De Regen,Rob De Nijs,0.658,0.638,2,-8.575,1,0.0336,0.433,0.109,0.67,0.846,121.746,148053,4,2cFbNx5telDan1xACG9Ts8,2cFbNx5telDan1xACG9Ts8,7
Spiegelbeeld,Willeke Alberti,0.397,0.235,9,-11.182,1,0.0285,0.856,4.82e-05,0.109,0.358,85.334,147827,3,0pHF9oQ3SYh57v8YZiXyyo,0pHF9oQ3SYh57v8YZiXyyo,2
Bachelor Boy - 2003 Remaster,Cliff Richard & The Shadows,0.336,0.645,2,-5.406,1,0.0339,0.417,0.0,0.0862,0.897,201.483,122827,3,379pSK661ViQpwFqm3FoRg,379pSK661ViQpwFqm3FoRg,2
Bad to Me,Billy J. Kramer,0.644,0.58,2,-7.744,1,0.0515,0.673,0.0,0.0975,0.788,127.2,141173,4,5fSMV4bZ7qaSIdvUMlxDpR,5fSMV4bZ7qaSIdvUMlxDpR,3
Bluesette,Toots Thielemans,0.497,0.229,10,-15.38,1,0.0323,0.759,0.00326,0.0924,0.168,113.525,274600,3,2R5JYdn5oF7rCDZRdbq636,2R5JYdn5oF7rCDZRdbq636,2
Da Doo Ron Ron,The Crystals,0.566,0.888,3,-4.978,1,0.0337,0.0661,0.000418,0.204,0.81,148.33,122973,4,4mJ5Gi0vXYmrUpKc6dvTcb,4mJ5Gi0vXYmrUpKc6dvTcb,3
Do You Love Me,The Contours,0.578,0.524,5,-12.602,1,0.0454,0.78,0.00868,0.141,0.861,150.361,174195,4,0MRYsngZv8UGICDehOYuYJ,0MRYsngZv8UGICDehOYuYJ,6
Don't Talk To Him,Cliff Richard & The Shadows,0.745,0.612,11,-6.888,1,0.0277,0.298,0.000359,0.123,0.93,120.962,184480,4,62QvdoY9LzU8sVDLq98wXa,62QvdoY9LzU8sVDLq98wXa,3
For Me Formidable,Charles Aznavour,0.5,0.391,1,-6.451,1,0.0335,0.743,0.0,0.0847,0.539,139.972,139507,4,7xx7mUGAPcMd6gGqHzoec9,7xx7mUGAPcMd6gGqHzoec9,6
He's So Fine - Remastered 2000,The Chiffons,0.558,0.633,7,-3.265,1,0.0329,0.487,0.0,0.129,0.871,72.494,112520,4,2Bs1Lw9LX8hBm70t1iGdlh,2Bs1Lw9LX8hBm70t1iGdlh,3
How Do You Do It? - Mono,Gerry & The Pacemakers,0.617,0.711,9,-6.433,1,0.0297,0.36,1.59e-06,0.0841,0.963,142.266,114987,4,601a0vnyLYe7pzLKVjKSha,601a0vnyLYe7pzLKVjKSha,3
I Will Follow Him,Peggy March,0.638,0.44,0,-10.892,1,0.0348,0.722,0.0,0.515,0.904,125.495,148160,4,3GQETOg4ZXyQ1jEFqfMoac,3GQETOg4ZXyQ1jEFqfMoac,7
I'm Telling You Now,Freddie & The Dreamers,0.605,0.699,3,-6.875,1,0.0317,0.378,0.0,0.305,0.891,71.38,128907,4,3qC08srhXBJ6DEQ7CwPMB0,3qC08srhXBJ6DEQ7CwPMB0,3
If I Had a Hammer,Trini Lopez,0.468,0.933,11,-8.937,0,0.0852,0.623,0.0,0.952,0.867,85.505,179400,4,44Btht5msS0IQ7o2DZuFdu,44Btht5msS0IQ7o2DZuFdu,7
Kiss Me Quick,Elvis Presley,0.56,0.652,10,-9.809,1,0.0538,0.589,0.00171,0.249,0.947,134.015,167373,4,2CAXzfk8tLXCi3rWjAJUNp,2CAXzfk8tLXCi3rWjAJUNp,3
"Junge, komm bald wieder",Freddy Quinn,0.449,0.333,7,-10.311,1,0.0272,0.807,6.95e-05,0.0597,0.494,86.612,186667,3,6HYQDkdOmX0ybHUtZRcEE2,6HYQDkdOmX0ybHUtZRcEE2,2
La Bamba,Trini Lopez,0.44,0.655,0,-13.406,1,0.0459,0.581,7.14e-05,0.915,0.898,161.712,193013,4,4mciPC5X9gh6H12FUc03Ae,4mciPC5X9gh6H12FUc03Ae,7
Let's Dance,Chris Montez,0.751,0.83,1,-6.215,1,0.0951,0.212,7.94e-06,0.0584,0.935,76.489,149627,4,2Qm5DrmotzWvqNM3JlcQYo,2Qm5DrmotzWvqNM3JlcQYo,3
Loop De Loop - Stereo,Bobby Rydell,0.611,0.526,4,-10.692,1,0.0997,0.0791,0.0003,0.07,0.881,128.835,139400,4,3a0gFxGSVA1g45z4fLR2Ou,3a0gFxGSVA1g45z4fLR2Ou,3
Love Me Do - Remastered 2009,The Beatles,0.52,0.829,0,-6.228,1,0.0806,0.386,6.2e-05,0.227,0.744,147.997,141693,4,3VbGCXWRiouAq8VyMYN2MI,3VbGCXWRiouAq8VyMYN2MI,3
Lucky Lips - 1998 Remaster,Cliff Richard & The Shadows,0.63,0.802,4,-5.028,1,0.0325,0.445,0.0,0.168,0.945,144.386,162733,4,2pzuO3TLbiNBAOwkc5HIcL,2pzuO3TLbiNBAOwkc5HIcL,3
Mecca,Gene Pitney,0.501,0.741,2,-8.5,0,0.0423,0.836,0.00162,0.407,0.801,140.155,139733,4,554eZbFJX1IS8S5O2PKPzr,554eZbFJX1IS8S5O2PKPzr,7
"Pour moi la vie va commencer - BOF ""D'où viens-tu Johnny ?""",Johnny Hallyday,0.516,0.629,7,-8.592,0,0.0453,0.323,0.0,0.106,0.805,91.491,132267,4,0zI8sdxabgqcouuto4GM3j,0zI8sdxabgqcouuto4GM3j,5
Queen for Tonight,Helen Shapiro,0.611,0.444,10,-10.599,1,0.0363,0.477,0.0,0.183,0.958,117.473,131333,4,6VJosT2Ir5CIwPTuXg0D8F,6VJosT2Ir5CIwPTuXg0D8F,3
Red Sails In the Sunset,Fats Domino,0.413,0.486,8,-6.193,1,0.0322,0.699,3.49e-05,0.111,0.705,79.652,169691,4,06SJZaUbQI0G9YcwkFaCCX,06SJZaUbQI0G9YcwkFaCCX,6
She Loves You - Remastered 2009,The Beatles,0.391,0.883,7,-5.973,1,0.0442,0.264,0.0,0.157,0.927,75.442,141333,4,48JM82SHQTBYkhEYhMaOaa,48JM82SHQTBYkhEYhMaOaa,3
Sukiyaki,Kyu Sakamoto,0.415,0.359,7,-11.094,1,0.0334,0.707,6.53e-05,0.319,0.404,146.029,189520,4,6meIeOX3DHdaCnaNw67abE,6meIeOX3DHdaCnaNw67abE,6
Summer Holiday - 2003 Remaster,Cliff Richard & The Shadows,0.601,0.467,4,-10.041,1,0.0263,0.716,0.0,0.135,0.66,129.578,129333,4,054qLeg034PXr1wM3DMstk,054qLeg034PXr1wM3DMstk,6
There goes my heart again,Bobby Prins,0.492,0.771,10,-7.78,1,0.0991,0.13,0.0,0.0819,0.965,187.015,128760,4,1pjiGMMJKzkvhOUZzQmAaF,1pjiGMMJKzkvhOUZzQmAaF,3
"Those Lazy, Hazy, Crazy Days Of Summer",Nat King Cole,0.416,0.726,6,-5.254,1,0.0573,0.687,0.0,0.27,0.895,182.219,145013,4,0ItlbY5mHDSYQd3SOgAlZu,0ItlbY5mHDSYQd3SOgAlZu,3
House of the Rising Sun,The Animals,0.316,0.484,9,-9.11,0,0.0308,0.000334,0.00445,0.0912,0.299,117.363,269907,3,4mn2kNTqiGLwaUR8JdhJ1l,4mn2kNTqiGLwaUR8JdhJ1l,2
Fly Me To The Moon,Frank Sinatra,0.67,0.365,0,-10.158,1,0.0564,0.525,0.0,0.0575,0.45,119.344,147147,4,2dR5WkrpwylTuT3jRWNufa,2dR5WkrpwylTuT3jRWNufa,6
The Times They Are A-Changin',Bob Dylan,0.389,0.396,7,-7.999,1,0.0332,0.887,0.0,0.0828,0.585,171.86,192053,3,52vA3CYKZqZVdQnzRrdZt6,52vA3CYKZqZVdQnzRrdZt6,2
A Change Is Gonna Come,Sam Cooke,0.212,0.383,10,-10.071,1,0.0347,0.723,0.0,0.299,0.452,173.79,191160,3,0KOE1hat4SIer491XKk4Pa,0KOE1hat4SIer491XKk4Pa,2
The Wild Rover,The Dubliners,0.295,0.678,7,-7.702,1,0.249,0.827,0.0,0.429,0.765,177.859,249093,3,6K9cjIloubdwJxwxrDcETI,6K9cjIloubdwJxwxrDcETI,2
Pretty Woman,Roy Orbison,0.597,0.651,9,-8.713,1,0.0353,0.624,0.0,0.115,0.873,127.281,174987,4,1cSb92qZ95Kp9TqCI0caPx,1cSb92qZ95Kp9TqCI0caPx,3
Nathalie,Gilbert Bécaud,0.422,0.632,9,-7.121,0,0.0779,0.749,1.25e-06,0.594,0.81,134.715,245213,4,1ul9ZfkWWeAjA3HiRwK4Op,1ul9ZfkWWeAjA3HiRwK4Op,7
I Want To Hold Your Hand - Remastered 2015,The Beatles,0.49,0.715,7,-5.549,1,0.0476,0.386,0.0,0.311,0.866,130.726,145747,4,4pbG9SUmWIvsROVLF0zF9s,4pbG9SUmWIvsROVLF0zF9s,3
Twist And Shout - Remastered 2009,The Beatles,0.482,0.849,2,-9.198,1,0.0452,0.641,7.74e-06,0.0414,0.937,124.631,155227,4,5ZBeML7Lf3FMEVviTyvi8l,5ZBeML7Lf3FMEVviTyvi8l,3
